reflection_id,dimension,rank,sentence,similarity,is_exact_match,true_score
R038,why,3,"Anticoagulants are high-alert medications with serious risks, and pharmacists have an important role in monitoring patients who take them.",0.1111,True,1
R038,how,1,I will try to be diligent when working with these drugs in practice.,0.3782,True,1
R038,how,2,We learned about anticoagulant medications and the safety risks associated with them.,0.351,True,1
R038,how,3,"Anticoagulants are high-alert medications with serious risks, and pharmacists have an important role in monitoring patients who take them.",0.262,True,1
R039,what,1,I will remember to be careful with these drugs.,0.0785,True,0
R039,what,2,Anticoagulants are important medications that require careful monitoring.,0.0252,True,0
R039,what,3,Today we talked about some types of blood thinners and their safety considerations.,-0.04,True,0
R039,why,1,I will remember to be careful with these drugs.,0.1336,True,1
R039,why,2,Anticoagulants are important medications that require careful monitoring.,0.0853,True,1
R039,why,3,Today we talked about some types of blood thinners and their safety considerations.,0.0287,True,1
R039,how,1,I will remember to be careful with these drugs.,0.3263,True,0
R039,how,2,Anticoagulants are important medications that require careful monitoring.,0.1892,True,0
R039,how,3,Today we talked about some types of blood thinners and their safety considerations.,0.1692,True,0
R040,what,1,I learned about some important medications and their risks.,0.3695,True,0
R040,what,2,We covered anticoagulation in class today.,0.1191,True,0
R040,why,1,I learned about some important medications and their risks.,0.4398,True,0
R040,why,2,We covered anticoagulation in class today.,0.1591,True,0
R040,how,1,I learned about some important medications and their risks.,0.4635,True,0
R040,how,2,We covered anticoagulation in class today.,0.2954,True,0
R041,what,1,"I came into this class thinking I was fairly confident in my dosing calculation skills, but the examples showed me how easy it is to make a 10-fold error with a misplaced decimal point — and how fatal the consequences can be in a pediatric patient with limited physiological reserve.",0.2898,True,2
R041,what,2,This class genuinely changed my vigilance level.,0.2278,True,2
R041,what,3,"This week's session focused on pediatric dosing safety, covering weight-based and age-based dosing calculations, the risks of 10-fold dosing errors, and the importance of always questioning doses that fall outside expected ranges.",0.2058,True,2
R041,why,1,This class genuinely changed my vigilance level.,0.3088,True,2
R041,why,2,"I came into this class thinking I was fairly confident in my dosing calculation skills, but the examples showed me how easy it is to make a 10-fold error with a misplaced decimal point — and how fatal the consequences can be in a pediatric patient with limited physiological reserve.",0.2577,True,2
R041,why,3,"This week's session focused on pediatric dosing safety, covering weight-based and age-based dosing calculations, the risks of 10-fold dosing errors, and the importance of always questioning doses that fall outside expected ranges.",0.2319,True,2
R041,how,1,"This week's session focused on pediatric dosing safety, covering weight-based and age-based dosing calculations, the risks of 10-fold dosing errors, and the importance of always questioning doses that fall outside expected ranges.",0.3405,True,2
R041,how,2,"At my pediatric rotation, I will double-check every dose I prepare or verify by (1) confirming the weight used for calculation and the units, (2) calculating the mg/kg dose independently, (3) comparing it against the expected range in a reference like Lexi-Pediatrics, and (4) asking a second pharmacist to verify before dispensing.",0.3377,True,2
R041,how,3,"I came into this class thinking I was fairly confident in my dosing calculation skills, but the examples showed me how easy it is to make a 10-fold error with a misplaced decimal point — and how fatal the consequences can be in a pediatric patient with limited physiological reserve.",0.3191,True,2
R042,what,1,"I am still thinking about what specific changes I will make to my practice, but I know I need to be more structured about verifying weights and units.",0.3517,True,2
R042,what,2,"We discussed why children metabolize and respond to drugs differently at different developmental stages, and why extrapolating adult data to pediatrics is dangerous.",0.2408,True,2
R042,what,3,Understanding pediatric dosing safety is especially important to me because I shadowed in a pediatric emergency department last summer and observed how rapidly small patients can deteriorate if given incorrect doses.,0.2276,True,2
R042,why,1,"I am still thinking about what specific changes I will make to my practice, but I know I need to be more structured about verifying weights and units.",0.3147,True,2
R042,why,2,Understanding pediatric dosing safety is especially important to me because I shadowed in a pediatric emergency department last summer and observed how rapidly small patients can deteriorate if given incorrect doses.,0.2586,True,2
R042,why,3,"We discussed why children metabolize and respond to drugs differently at different developmental stages, and why extrapolating adult data to pediatrics is dangerous.",0.2295,True,2
R042,how,1,Today we covered pediatric pharmacokinetics and the principles behind weight-based and body-surface-area-based dosing.,0.3427,True,0
R042,how,2,"We discussed why children metabolize and respond to drugs differently at different developmental stages, and why extrapolating adult data to pediatrics is dangerous.",0.3337,True,0
R042,how,3,Understanding pediatric dosing safety is especially important to me because I shadowed in a pediatric emergency department last summer and observed how rapidly small patients can deteriorate if given incorrect doses.,0.2978,True,0
R043,what,1,I feel particularly motivated to understand pediatric dosing because I want to work in a children's hospital setting after graduation.,0.2954,True,1
R043,what,2,The instructor mentioned several real-world cases involving decimal errors.,0.2486,True,1
R043,what,3,"During my pediatric rotation, I will ask my preceptor to walk me through the site's pediatric dosing protocols and error-prevention procedures.",0.1838,True,1
R043,why,1,I feel particularly motivated to understand pediatric dosing because I want to work in a children's hospital setting after graduation.,0.3602,True,2
R043,why,2,"The cases shared today made me realize that pediatric pharmacy requires an extraordinarily high level of attention to detail — not just because children are physiologically different, but because the consequences of even a small dosing error are proportionally much more severe due to smaller body mass and immature organ function.",0.215,True,2
R043,why,3,I will also practice performing two independent dose calculations for each pediatric order I encounter before verifying it.,0.1823,True,2
R043,how,1,I feel particularly motivated to understand pediatric dosing because I want to work in a children's hospital setting after graduation.,0.4282,True,2
R043,how,2,"During my pediatric rotation, I will ask my preceptor to walk me through the site's pediatric dosing protocols and error-prevention procedures.",0.3979,True,2
R043,how,3,"The cases shared today made me realize that pediatric pharmacy requires an extraordinarily high level of attention to detail — not just because children are physiologically different, but because the consequences of even a small dosing error are proportionally much more severe due to smaller body mass and immature organ function.",0.3962,True,2
R044,what,1,This is an important topic for pharmacists working with pediatric patients.,0.276,True,2
R044,what,2,I will keep this in mind for future practice.,0.2564,True,2
R044,what,3,"In today's class, we reviewed pediatric dosing principles including weight-based calculations, developmental pharmacokinetics, and the importance of oral formulation availability.",0.1751,True,2
R044,why,1,I will keep this in mind for future practice.,0.3254,True,1
R044,why,2,This is an important topic for pharmacists working with pediatric patients.,0.2299,True,1
R044,why,3,We looked at real-world cases where lack of pediatric-specific formulations led to compounding errors or adult dosage form manipulation.,0.1554,True,1
R044,how,1,This is an important topic for pharmacists working with pediatric patients.,0.4904,True,0
R044,how,2,We looked at real-world cases where lack of pediatric-specific formulations led to compounding errors or adult dosage form manipulation.,0.4049,True,0
R044,how,3,"In today's class, we reviewed pediatric dosing principles including weight-based calculations, developmental pharmacokinetics, and the importance of oral formulation availability.",0.3548,True,0
R045,what,1,I will be careful and thorough when verifying pediatric orders during my training.,0.2189,True,1
R045,what,2,"Pediatric patients are a vulnerable population, and pharmacists have a responsibility to ensure accurate dosing.",0.1709,True,1
R045,what,3,"We covered pediatric dosing safety today, including common error types and how to prevent them.",0.1535,True,1
R045,why,1,I will be careful and thorough when verifying pediatric orders during my training.,0.2071,True,1
R045,why,2,"Pediatric patients are a vulnerable population, and pharmacists have a responsibility to ensure accurate dosing.",0.1543,True,1
R045,why,3,"We covered pediatric dosing safety today, including common error types and how to prevent them.",0.0921,True,1
R045,how,1,"Pediatric patients are a vulnerable population, and pharmacists have a responsibility to ensure accurate dosing.",0.4389,True,1
R045,how,2,I will be careful and thorough when verifying pediatric orders during my training.,0.3539,True,1
R045,how,3,"We talked about weight-based dosing, unit errors, and formulation challenges.",0.3226,True,1
R046,what,1,Today's class was about dosing in children.,0.2524,True,0
R046,what,2,Pediatric pharmacy requires careful attention to detail and I will keep this in mind.,0.2304,True,0
R046,what,3,It seems like this is an area where errors can happen easily.,-0.0068,True,0
R046,why,1,Today's class was about dosing in children.,0.2525,True,1
R046,why,2,Pediatric pharmacy requires careful attention to detail and I will keep this in mind.,0.1821,True,1
R046,why,3,It seems like this is an area where errors can happen easily.,0.017,True,1
R046,how,1,Pediatric pharmacy requires careful attention to detail and I will keep this in mind.,0.5066,True,0
R046,how,2,Today's class was about dosing in children.,0.3755,True,0
R046,how,3,It seems like this is an area where errors can happen easily.,-0.0068,True,0
R047,what,1,I will practice my dosing calculations and review any pediatric orders carefully when I am at my rotation site.,0.21,True,0
R047,what,2,We talked about pediatric medications today.,0.1304,True,0
R047,why,1,I will practice my dosing calculations and review any pediatric orders carefully when I am at my rotation site.,0.2533,True,0
R047,why,2,We talked about pediatric medications today.,0.1477,True,0
R047,how,1,I will practice my dosing calculations and review any pediatric orders carefully when I am at my rotation site.,0.4209,True,1
R047,how,2,We talked about pediatric medications today.,0.3712,True,1
R048,what,1,This session deepened my understanding of the pharmacist's dual role as clinician and compliance officer in controlled substance management.,0.2162,True,2
R048,what,2,"At my community pharmacy internship, I will ask my preceptor to show me how PDMP checks are performed at the site, including what criteria are used to determine when a prescription raises concerns.",0.1957,True,2
R048,what,3,"This class covered controlled substance management, including DEA scheduling, the regulatory requirements for prescribing and dispensing, and pharmacy-specific responsibilities around inventory, record-keeping, and disposal.",0.1528,True,2
R048,why,1,This session deepened my understanding of the pharmacist's dual role as clinician and compliance officer in controlled substance management.,0.2423,True,2
R048,why,2,"I had previously thought of PDMP checks as a regulatory formality, but after reviewing cases where pharmacists had legal exposure for filling prescriptions for patients with obvious doctor-shopping patterns, I now understand that the PDMP is a genuinely important clinical tool.",0.1835,True,2
R048,why,3,I was also struck by how workplace diversion — often by trusted colleagues — is more common than we assume and that pharmacists have a responsibility to create and maintain internal safeguards.,0.1831,True,2
R048,how,1,"This class covered controlled substance management, including DEA scheduling, the regulatory requirements for prescribing and dispensing, and pharmacy-specific responsibilities around inventory, record-keeping, and disposal.",0.5496,True,2
R048,how,2,This session deepened my understanding of the pharmacist's dual role as clinician and compliance officer in controlled substance management.,0.4699,True,2
R048,how,3,"We also discussed common diversion scenarios in pharmacy settings and the internal controls designed to detect them, including perpetual inventory systems, DEA Form 222, and the CURES database in California.",0.4342,True,2
R049,what,1,We worked through case studies of pharmacists who failed to exercise corresponding responsibility when filling clearly suspicious prescriptions and the legal consequences that followed.,0.1519,True,2
R049,what,2,Controlled substances are clearly important to manage properly.,0.1384,True,2
R049,what,3,"When I rotate through a community pharmacy, I will practice conducting PDMP checks for every Schedule II prescription I process and document my reasoning.",0.1286,True,2
R049,why,1,Controlled substances are clearly important to manage properly.,0.2524,True,1
R049,why,2,"When I rotate through a community pharmacy, I will practice conducting PDMP checks for every Schedule II prescription I process and document my reasoning.",0.1787,True,1
R049,why,3,We worked through case studies of pharmacists who failed to exercise corresponding responsibility when filling clearly suspicious prescriptions and the legal consequences that followed.,0.1266,True,1
R049,how,1,"Pharmacists have legal responsibility for appropriate dispensing, and I understand I will need to apply this consistently in practice.",0.5628,True,2
R049,how,2,We worked through case studies of pharmacists who failed to exercise corresponding responsibility when filling clearly suspicious prescriptions and the legal consequences that followed.,0.4652,True,2
R049,how,3,"When I rotate through a community pharmacy, I will practice conducting PDMP checks for every Schedule II prescription I process and document my reasoning.",0.4437,True,2
R050,what,1,"This class gave me the vocabulary and regulatory framework to understand what diversion looks like, what the pharmacy's responsibility is, and what reporting mechanisms exist.",0.296,True,1
R050,what,2,I feel strongly about this topic because I had a distressing experience at a prior internship where I noticed a technician seemed to be removing medications without documentation.,0.213,True,1
R050,what,3,"Class today covered controlled substance regulations and the pharmacist's responsibilities, including dispensing requirements, PDMP use, and inventory controls.",0.1814,True,1
R050,why,1,"This class gave me the vocabulary and regulatory framework to understand what diversion looks like, what the pharmacy's responsibility is, and what reporting mechanisms exist.",0.308,True,2
R050,why,2,I feel strongly about this topic because I had a distressing experience at a prior internship where I noticed a technician seemed to be removing medications without documentation.,0.2359,True,2
R050,why,3,I now know that staying silent would make me complicit.,0.1345,True,2
R050,how,1,"This class gave me the vocabulary and regulatory framework to understand what diversion looks like, what the pharmacy's responsibility is, and what reporting mechanisms exist.",0.6265,True,1
R050,how,2,"Class today covered controlled substance regulations and the pharmacist's responsibilities, including dispensing requirements, PDMP use, and inventory controls.",0.4998,True,1
R050,how,3,I feel strongly about this topic because I had a distressing experience at a prior internship where I noticed a technician seemed to be removing medications without documentation.,0.419,True,1
R051,what,1,I will keep these responsibilities in mind as I continue my training.,0.2668,True,2
R051,what,2,We discussed what constitutes a legitimate medical purpose and how pharmacists exercise professional judgment when filling controlled substance prescriptions.,0.2254,True,2
R051,what,3,"Controlled substances are high-risk medications with significant abuse potential, and pharmacists have an important gatekeeping role.",0.1044,True,2
R051,why,1,I will keep these responsibilities in mind as I continue my training.,0.3257,True,1
R051,why,2,We discussed what constitutes a legitimate medical purpose and how pharmacists exercise professional judgment when filling controlled substance prescriptions.,0.2943,True,1
R051,why,3,"Controlled substances are high-risk medications with significant abuse potential, and pharmacists have an important gatekeeping role.",0.1614,True,1
R051,how,1,We discussed what constitutes a legitimate medical purpose and how pharmacists exercise professional judgment when filling controlled substance prescriptions.,0.497,True,0
R051,how,2,"Controlled substances are high-risk medications with significant abuse potential, and pharmacists have an important gatekeeping role.",0.3745,True,0
R051,how,3,I will keep these responsibilities in mind as I continue my training.,0.3452,True,0
R052,what,1,"We discussed controlled substances in class today, including DEA schedules, dispensing rules, and the role of the PDMP.",0.1705,True,1
R052,what,2,Controlled substance management is a critical part of pharmacy practice with both patient safety and legal dimensions.,0.1061,True,1
R052,what,3,We also talked about diversion and what pharmacists should do if they suspect it is occurring.,0.0227,True,1
R052,why,1,"We discussed controlled substances in class today, including DEA schedules, dispensing rules, and the role of the PDMP.",0.1845,True,1
R052,why,2,Controlled substance management is a critical part of pharmacy practice with both patient safety and legal dimensions.,0.1393,True,1
R052,why,3,We also talked about diversion and what pharmacists should do if they suspect it is occurring.,0.0407,True,1
R052,how,1,Controlled substance management is a critical part of pharmacy practice with both patient safety and legal dimensions.,0.476,True,1
R052,how,2,We also talked about diversion and what pharmacists should do if they suspect it is occurring.,0.4153,True,1
R052,how,3,"We discussed controlled substances in class today, including DEA schedules, dispensing rules, and the role of the PDMP.",0.3803,True,1
R053,what,1,This is clearly an important area for pharmacists to know well since it involves both patient care and the law.,0.1887,True,0
R053,what,2,I will ask my preceptor about the processes used at my site.,0.0792,True,0
R053,what,3,Today we went over some rules and regulations around controlled drugs.,0.066,True,0
R053,why,1,This is clearly an important area for pharmacists to know well since it involves both patient care and the law.,0.1772,True,1
R053,why,2,I will ask my preceptor about the processes used at my site.,0.1191,True,1
R053,why,3,Today we went over some rules and regulations around controlled drugs.,0.0978,True,1
R053,how,1,This is clearly an important area for pharmacists to know well since it involves both patient care and the law.,0.533,True,1
R053,how,2,Today we went over some rules and regulations around controlled drugs.,0.333,True,1
R053,how,3,I will ask my preceptor about the processes used at my site.,0.1673,True,1
R054,what,1,and I will continue learning.,0.3088,True,0
R054,what,2,There is a lot to know about this topic,0.2804,True,0
R054,what,3,Class today was about controlled substances and their scheduling.,0.1765,True,0
R054,why,1,and I will continue learning.,0.4061,True,0
R054,why,2,There is a lot to know about this topic,0.3617,True,0
R054,why,3,Class today was about controlled substances and their scheduling.,0.1918,True,0
R054,how,1,Class today was about controlled substances and their scheduling.,0.4593,True,0
R054,how,2,and I will continue learning.,0.2862,True,0
R054,how,3,There is a lot to know about this topic,0.1863,True,0
R055,what,1,"During any compounding rotation, I will actively practice USP 797 technique including garbing, aseptic manipulation, and environmental monitoring procedures.",0.1656,True,2
R055,what,2,"We reviewed the key principles of compounding safety: beyond-use dating, environmental monitoring requirements, personnel training and competency, equipment calibration, and quality control testing.",0.1642,True,2
R055,what,3,"Learning about the specific failures — contaminated sterile compounding, inadequate testing, regulatory oversight gaps — and seeing the scale of harm that resulted made the subject of compounding standards feel urgent and personal.",0.1573,True,2
R055,why,1,"Learning about the specific failures — contaminated sterile compounding, inadequate testing, regulatory oversight gaps — and seeing the scale of harm that resulted made the subject of compounding standards feel urgent and personal.",0.2575,True,2
R055,why,2,"During any compounding rotation, I will actively practice USP 797 technique including garbing, aseptic manipulation, and environmental monitoring procedures.",0.2488,True,2
R055,why,3,"We reviewed the key principles of compounding safety: beyond-use dating, environmental monitoring requirements, personnel training and competency, equipment calibration, and quality control testing.",0.1869,True,2
R055,how,1,We also discussed how compounding pharmacies are regulated differently from manufacturers and the ongoing debate about oversight gaps.,0.405,True,2
R055,how,2,I will also read the current status of USP 800 for hazardous drug handling and ask my preceptor how the site is prepared for compliance.,0.3373,True,2
R055,how,3,"Today's class covered pharmaceutical compounding safety, with particular emphasis on USP 795 (non-sterile) and USP 797 (sterile) standards and the regulatory context created by the Drug Quality and Security Act following the 2012 New England Compounding Center meningitis outbreak that killed 64 patients.",0.3361,True,2
R056,what,1,I need to be technically excellent at sterile compounding before I am ever responsible for a patient.,0.1668,True,2
R056,what,2,"Compounding safety is especially relevant to me because I plan to pursue a career in hospital pharmacy, where sterile compounding is performed daily.",0.1264,True,2
R056,what,3,I will practice aseptic technique during any lab sessions available and review USP 797 in full before my sterile compounding rotation.,0.1143,True,2
R056,why,1,"Compounding safety is especially relevant to me because I plan to pursue a career in hospital pharmacy, where sterile compounding is performed daily.",0.1948,True,2
R056,why,2,I will practice aseptic technique during any lab sessions available and review USP 797 in full before my sterile compounding rotation.,0.1932,True,2
R056,why,3,I need to be technically excellent at sterile compounding before I am ever responsible for a patient.,0.1505,True,2
R056,how,1,I need to be technically excellent at sterile compounding before I am ever responsible for a patient.,0.4176,True,1
R056,how,2,"Compounding safety is especially relevant to me because I plan to pursue a career in hospital pharmacy, where sterile compounding is performed daily.",0.3923,True,1
R056,how,3,I will practice aseptic technique during any lab sessions available and review USP 797 in full before my sterile compounding rotation.,0.377,True,1
R057,what,1,That dependency creates a profound responsibility for the pharmacist.,0.1574,True,1
R057,what,2,I was deeply affected by the discussion of patients who received contaminated compounded medications in clinical settings — situations where they were entirely dependent on the healthcare system and its quality controls to protect them.,0.0934,True,1
R057,what,3,"During my compounding lab and any compounding rotations, I will treat every step of the aseptic technique as non-negotiable, practice garbing and hood technique consistently, and ask to observe environmental monitoring procedures",0.089,True,1
R057,why,1,That dependency creates a profound responsibility for the pharmacist.,0.3074,True,2
R057,why,2,"During my compounding lab and any compounding rotations, I will treat every step of the aseptic technique as non-negotiable, practice garbing and hood technique consistently, and ask to observe environmental monitoring procedures",0.1488,True,2
R057,why,3,I was deeply affected by the discussion of patients who received contaminated compounded medications in clinical settings — situations where they were entirely dependent on the healthcare system and its quality controls to protect them.,0.1157,True,2
R057,how,1,That dependency creates a profound responsibility for the pharmacist.,0.4461,True,2
R057,how,2,"We discussed pharmaceutical compounding safety in class today, including relevant regulatory standards and some case examples of compounding failures.",0.3499,True,2
R057,how,3,I was deeply affected by the discussion of patients who received contaminated compounded medications in clinical settings — situations where they were entirely dependent on the healthcare system and its quality controls to protect them.,0.339,True,2
R058,what,1,I am still thinking about specific applications of this learning to my own practice.,0.5191,True,2
R058,what,2,Compounding safety is a critical area for pharmacists to understand.,0.1534,True,2
R058,what,3,The consequences of errors can be catastrophic on a public health scale.,0.1207,True,2
R058,why,1,I am still thinking about specific applications of this learning to my own practice.,0.6083,True,1
R058,why,2,Compounding safety is a critical area for pharmacists to understand.,0.233,True,1
R058,why,3,The consequences of errors can be catastrophic on a public health scale.,0.1697,True,1
R058,how,1,I am still thinking about specific applications of this learning to my own practice.,0.4041,True,0
R058,how,2,Compounding safety is a critical area for pharmacists to understand.,0.3773,True,0
R058,how,3,"Today's class covered compounding safety comprehensively, reviewing USP 795 and 797 standards, the types of compounding errors (calculation errors, contamination, incorrect ingredient substitution), and the regulatory framework that governs both community and hospital compounding.",0.2853,True,0
R059,what,1,Today's class was about compounding safety and the standards that apply to non-sterile and sterile preparations.,0.2038,True,1
R059,what,2,I will take compounding labs and rotations seriously and follow all protocols carefully.,0.1238,True,1
R059,what,3,We discussed some famous compounding failures and what pharmacists can do to prevent them.,0.087,True,1
R059,why,1,I will take compounding labs and rotations seriously and follow all protocols carefully.,0.2293,True,1
R059,why,2,Today's class was about compounding safety and the standards that apply to non-sterile and sterile preparations.,0.1885,True,1
R059,why,3,"Pharmaceutical compounding involves significant risk if not done correctly, and USP standards exist for good reason.",0.1516,True,1
R059,how,1,We discussed some famous compounding failures and what pharmacists can do to prevent them.,0.4161,True,1
R059,how,2,"Pharmaceutical compounding involves significant risk if not done correctly, and USP standards exist for good reason.",0.3673,True,1
R059,how,3,I will take compounding labs and rotations seriously and follow all protocols carefully.,0.3574,True,1
R060,what,1,We covered some pharmacy compounding topics today.,0.149,True,0
R060,what,2,I will make sure to follow the rules and procedures when I do any compounding at my sites.,0.0468,True,0
R060,why,1,We covered some pharmacy compounding topics today.,0.1559,True,0
R060,why,2,I will make sure to follow the rules and procedures when I do any compounding at my sites.,0.1003,True,0
R060,how,1,We covered some pharmacy compounding topics today.,0.5234,True,1
R060,how,2,I will make sure to follow the rules and procedures when I do any compounding at my sites.,0.2264,True,1
R061,what,1,I will study more about these requirements.,0.3643,True,0
R061,what,2,Class today covered compounding in pharmacy.,0.1851,True,0
R061,what,3,There are important standards that need to be followed to keep patients safe.,0.1324,True,0
R061,why,1,I will study more about these requirements.,0.2463,True,1
R061,why,2,Class today covered compounding in pharmacy.,0.1792,True,1
R061,why,3,There are important standards that need to be followed to keep patients safe.,0.1728,True,1
R061,how,1,Class today covered compounding in pharmacy.,0.6162,True,0
R061,how,2,I will study more about these requirements.,0.2961,True,0
R061,how,3,There are important standards that need to be followed to keep patients safe.,0.1686,True,0
R062,what,1,"After each counseling encounter at my internship, I will use the teach-back method to confirm understanding by asking the patient to explain the key points back to me in their own words.",0.4445,True,2
R062,what,2,"In today's session, we covered evidence-based patient counseling strategies for medication safety, including health literacy-sensitive communication, teach-back methodology, and the use of standardized counseling mnemonics like the Indian Health Service Prime Questions.",0.341,True,2
R062,what,3,"The simulation revealed something about my assumptions I had not recognized before: I tend to assume patients understand more than they do, particularly around concepts like international normalized ratio, drug-food interactions, and the need for frequent monitoring.",0.2649,True,2
R062,why,1,"After each counseling encounter at my internship, I will use the teach-back method to confirm understanding by asking the patient to explain the key points back to me in their own words.",0.3875,True,2
R062,why,2,"The simulation revealed something about my assumptions I had not recognized before: I tend to assume patients understand more than they do, particularly around concepts like international normalized ratio, drug-food interactions, and the need for frequent monitoring.",0.3005,True,2
R062,why,3,"In today's session, we covered evidence-based patient counseling strategies for medication safety, including health literacy-sensitive communication, teach-back methodology, and the use of standardized counseling mnemonics like the Indian Health Service Prime Questions.",0.2714,True,2
R062,how,1,"In today's session, we covered evidence-based patient counseling strategies for medication safety, including health literacy-sensitive communication, teach-back methodology, and the use of standardized counseling mnemonics like the Indian Health Service Prime Questions.",0.5139,True,2
R062,how,2,"After each counseling encounter at my internship, I will use the teach-back method to confirm understanding by asking the patient to explain the key points back to me in their own words.",0.4059,True,2
R062,how,3,"A simulation exercise required us to counsel a standardized patient with limited health literacy on starting warfarin, and I found it significantly more difficult than expected.",0.3773,True,2
R063,what,1,"I plan to proactively offer counseling to every new prescription patient during my retail pharmacy rotation, including using teach-back to confirm understanding of high-risk medications like anticoagulants, insulin, and narrow therapeutic index drugs.",0.3075,True,2
R063,what,2,We practiced using the IHS Prime Questions framework and discussed how counseling serves as a final safety check — an opportunity for the patient to catch errors the pharmacy might have missed.,0.2269,True,2
R063,what,3,"This week's class focused on patient counseling, reviewing communication techniques, health literacy considerations, and the regulatory requirement (OBRA 90) for counseling offers to Medicaid patients.",0.193,True,2
R063,why,1,"I plan to proactively offer counseling to every new prescription patient during my retail pharmacy rotation, including using teach-back to confirm understanding of high-risk medications like anticoagulants, insulin, and narrow therapeutic index drugs.",0.2781,True,1
R063,why,2,"Patient counseling is important, and I understand it is both a legal requirement and a safety intervention.",0.2642,True,1
R063,why,3,We practiced using the IHS Prime Questions framework and discussed how counseling serves as a final safety check — an opportunity for the patient to catch errors the pharmacy might have missed.,0.2367,True,1
R063,how,1,"I plan to proactively offer counseling to every new prescription patient during my retail pharmacy rotation, including using teach-back to confirm understanding of high-risk medications like anticoagulants, insulin, and narrow therapeutic index drugs.",0.6595,True,2
R063,how,2,We also reviewed studies showing that effective pharmacist counseling reduces hospitalization rates and adverse drug events.,0.431,True,2
R063,how,3,We practiced using the IHS Prime Questions framework and discussed how counseling serves as a final safety check — an opportunity for the patient to catch errors the pharmacy might have missed.,0.4085,True,2
R064,what,1,I will also practice teach-back in every counseling session and note any cases where a patient's understanding was different from what I expected.,0.4236,True,1
R064,what,2,We discussed patient counseling techniques in class today.,0.3331,True,1
R064,what,3,The content included some communication frameworks and health literacy considerations.,0.2552,True,1
R064,why,1,I will also practice teach-back in every counseling session and note any cases where a patient's understanding was different from what I expected.,0.4065,True,2
R064,why,2,We discussed patient counseling techniques in class today.,0.2962,True,2
R064,why,3,The content included some communication frameworks and health literacy considerations.,0.2727,True,2
R064,how,1,We discussed patient counseling techniques in class today.,0.434,True,2
R064,how,2,I will also practice teach-back in every counseling session and note any cases where a patient's understanding was different from what I expected.,0.3901,True,2
R064,how,3,"Helping patients from similar backgrounds access safe, clear medication information feels like a personal mission for me.",0.361,True,2
R065,what,1,I will practice counseling skills at my internship and request feedback from my preceptor on my communication technique.,0.3019,True,2
R065,what,2,"I have not yet developed a strong personal connection to this topic, though I recognize its clinical importance.",0.2675,True,2
R065,what,3,"In class, we reviewed counseling frameworks including the IHS Prime Questions, teach-back methodology, and communication adaptations for patients with low health literacy or language barriers.",0.263,True,2
R065,why,1,"I have not yet developed a strong personal connection to this topic, though I recognize its clinical importance.",0.4781,True,0
R065,why,2,I will practice counseling skills at my internship and request feedback from my preceptor on my communication technique.,0.339,True,0
R065,why,3,"In class, we reviewed counseling frameworks including the IHS Prime Questions, teach-back methodology, and communication adaptations for patients with low health literacy or language barriers.",0.2298,True,0
R065,how,1,"In class, we reviewed counseling frameworks including the IHS Prime Questions, teach-back methodology, and communication adaptations for patients with low health literacy or language barriers.",0.3704,True,1
R065,how,2,We discussed the evidence linking effective counseling to reduced adverse drug events and improved adherence outcomes.,0.3658,True,1
R065,how,3,I will practice counseling skills at my internship and request feedback from my preceptor on my communication technique.,0.3403,True,1
R066,what,1,"We discussed patient counseling in class, including how pharmacists communicate medication information effectively.",0.3176,True,1
R066,what,2,I will make an effort to counsel patients clearly and check their understanding at my internship.,0.2813,True,1
R066,what,3,"We reviewed health literacy, language barriers, and the importance of confirming patient understanding.",0.2403,True,1
R066,why,1,I will make an effort to counsel patients clearly and check their understanding at my internship.,0.3353,True,1
R066,why,2,"We discussed patient counseling in class, including how pharmacists communicate medication information effectively.",0.2701,True,1
R066,why,3,"We reviewed health literacy, language barriers, and the importance of confirming patient understanding.",0.2414,True,1
R066,how,1,"We discussed patient counseling in class, including how pharmacists communicate medication information effectively.",0.5654,True,1
R066,how,2,Good counseling is a pharmacist responsibility that protects patients from medication errors.,0.4418,True,1
R066,how,3,I will make an effort to counsel patients clearly and check their understanding at my internship.,0.3462,True,1
R067,what,1,I will work on improving my communication skills.,0.2861,True,0
R067,what,2,Class today was about counseling patients on their medications.,0.2325,True,0
R067,what,3,This is an important part of the pharmacist's role in ensuring patients are safe.,0.1867,True,0
R067,why,1,I will work on improving my communication skills.,0.3419,True,1
R067,why,2,Class today was about counseling patients on their medications.,0.2083,True,1
R067,why,3,This is an important part of the pharmacist's role in ensuring patients are safe.,0.1983,True,1
R067,how,1,Class today was about counseling patients on their medications.,0.4531,True,0
R067,how,2,This is an important part of the pharmacist's role in ensuring patients are safe.,0.4237,True,0
R067,how,3,I will work on improving my communication skills.,0.2414,True,0
R068,what,1,I will practice talking to patients at my internship and try to make sure they understand how to take their medications.,0.2168,True,0
R068,what,2,We covered pharmacy counseling today.,0.0454,True,0
R068,why,1,I will practice talking to patients at my internship and try to make sure they understand how to take their medications.,0.2245,True,0
R068,why,2,We covered pharmacy counseling today.,0.0493,True,0
R068,how,1,We covered pharmacy counseling today.,0.5374,True,1
R068,how,2,I will practice talking to patients at my internship and try to make sure they understand how to take their medications.,0.4968,True,1
R069,what,1,This topic carries personal weight for me.,0.2867,True,2
R069,what,2,This session gave me a framework to understand what went wrong systemically and how pharmacists could have intervened differently at multiple points — from initial prescribing to community-level naloxone access.,0.1848,True,2
