Reflection ID,Reflection,Score 1 (WHAT),Score 2 (WHY),Score 3 (HOW),Overall Score
HAM-39b,"Today's class covered magnesium sulfate safety in obstetric and critical care contexts. Magnesium toxicity can be rapid — loss of deep tendon reflexes is the earliest sign, followed by respiratory depression and cardiac effects. Calcium gluconate is the antidote and must be available at the bedside. ISMP recommends pre-mixed concentrations, dedicated MAGNESIUM-labeled tubing, double-checks at infusion start, and structured nursing monitoring. The therapeutic window is narrow and renal function changes during pregnancy can shift magnesium clearance. I will be aware of magnesium safety in OB rotations.",2,1,0,3
HAM-39c,Magnesium is used in pregnant patients. It can be dangerous if too much is given. Calcium gluconate is the antidote.,1,0,0,1
HAM-40a,"Today's session focused on oxytocin as one of the most-implicated medications in obstetric malpractice litigation, due to the narrow titration window between effective labor augmentation and uterine hyperstimulation that endangers the fetus. I learned that ACOG and ISMP guidance includes standardized oxytocin protocols with specified starting doses and incremental titration intervals, escalation criteria tied to fetal heart rate monitoring, and required pause-or-reduction triggers when contractions exceed defined frequency thresholds (typically more than five contractions in ten minutes, or sustained hypertonic contractions). The class walked through how the pharmacy team contributes to oxytocin safety even when the day-to-day administration is nursing-driven: standardizing the institutional concentration so every bag contains the same dilution, dispensing patient-specific bags rather than allowing manual mixing at the bedside, supporting nursing protocols and order sets through the EHR, and participating in OB safety committee work that maintains and updates the institutional oxytocin protocol. We also discussed the broader pattern that the safest obstetric units operate with explicit checklists and structured communication, not with informal experience-based judgment, and that the shift to checklist-based OB practice is one of the success stories of obstetric patient safety.

What this was important for is appreciating how HAMs in specialty units depend on cross-discipline protocols where pharmacy is one of several owners, not the primary owner. Pharmacy's contribution is upstream and structural, but the day-to-day administration safety depends on nursing protocol fidelity. The personal piece is recognizing that pharmacy clinical leadership in OB requires earning credibility with a unit that has historically operated relatively independently from pharmacy, and that the credibility comes from being fluent in fetal monitoring vocabulary, ACOG guidelines, and the unit's specific protocols rather than from generic pharmacology.

Going forward, I will apply this by: (1) reading the institution's oxytocin protocol if accessible during my rotations, with attention to the titration intervals, hyperstimulation criteria, and the documentation requirements; (2) attending an OB rounds session if my rotation permits, even just as an observer, so I see the cross-discipline communication patterns and can speak the unit's vocabulary in future encounters; and (3) understanding the fetal-monitoring escalation criteria — Category I, II, and III tracings — so that when I encounter an oxytocin order modification driven by fetal monitoring concerns, I can engage with the clinical reasoning rather than just verifying the dose.",2,2,2,6
HAM-40b,"Today's class covered oxytocin safety in labor. Hyperstimulation can harm the fetus, and the titration window between effective augmentation and danger is narrow. ACOG and ISMP recommend standardized protocols with specified starting doses, titration intervals, and pause-or-reduction triggers based on contraction frequency and fetal heart rate. Pharmacy contributes by standardizing concentrations, dispensing patient-specific bags, and supporting EHR order sets. I will pay attention to OB protocols on rotations.",2,1,1,4
HAM-40c,Oxytocin is used to start or speed up labor. It can be dangerous if too much is given. There are protocols.,1,0,0,1
HAM-41a,"Today's class focused on the structured chemotherapy double-check workflow — typically a triple-check involving the prescribing oncologist, the verifying pharmacist, and the administering nurse, each independently verifying the regimen, dose, body surface area calculation, route, schedule, and supportive care orders. I learned that ASHP and ONS guidelines specify the elements of an independent check (no priming between checkers, separate dose calculation, documented sign-off, and explicit verification of regimen against the institutional standard) and that even a single skipped element is associated with harm in published case reports. The class also covered the role of computerized provider order entry with embedded chemotherapy regimens — the most successful chemo safety programs have built order sets that constrain prescribing to validated regimens with embedded dose calculations, supportive care defaults, and laboratory prerequisites. Most chemotherapy errors that reach the patient occur outside or in spite of these standard protocols, often when verbal orders, one-off regimen modifications, or 'just this once' workarounds bypass the structured workflow. We discussed several published case reports of fatal chemotherapy overdoses where the proximate cause was a deviation from the structured check process — typically a senior clinician's request to expedite verification that crowded out the independent BSA calculation.

What this clarified for me is that chemotherapy safety depends on adherence to a workflow that exists precisely to prevent the high-stakes, irreversible errors that this drug class can produce. The personal piece is preparing myself to push back when a workflow shortcut is proposed, even when the request comes from a senior physician or experienced pharmacist. The asymmetry of consequences is what justifies the discipline — the cost of an extra five minutes per verification is small; the cost of a fatal chemotherapy overdose is unbearable, and the shortcut is the most common contributor to that error pathway.

Going forward, I will apply this by: (1) shadowing an oncology pharmacist on a verification shift during my advanced rotations, with specific attention to how the independent check is operationalized and what the documentation chain looks like; (2) practicing an independent BSA check before each chemotherapy verification on rotation, using the institutional formula and double-checking against an independent reference, even for regimens I have seen many times; and (3) committing to never accept a verbal chemotherapy order modification without re-running the full workflow — the verbal modification is exactly the case the workflow is designed to catch.",2,2,2,6
HAM-41b,"Today we covered chemotherapy double-checks. Multiple independent checks by the prescribing oncologist, verifying pharmacist, and administering nurse are required, and ASHP and ONS specify the elements of an independent check including no priming between checkers and separate dose calculation. Most chemo errors that reach patients happen when the workflow is bypassed by verbal orders or one-off modifications. I will follow chemo verification protocols and shadow an oncology pharmacist during my rotation.",2,1,1,4
HAM-41c,"Chemo needs multiple checks for safety. The oncologist, pharmacist, and nurse all verify it.",1,0,0,1
HAM-42a,"Today's session focused on errors in total parenteral nutrition compounding — historically a high-harm category because TPN combines many components (dextrose, amino acids, lipids, electrolytes, trace elements, multivitamins, and patient-specific additives like insulin, H2 blockers, or heparin) that can interact, precipitate, or be miscalculated. I learned about the 1994 incident at a Michigan hospital where TPN with dramatically excess phosphate, the result of a manual compounding miscalculation, led to multiple infant deaths; this event accelerated industry-wide adoption of automated compounding devices, standardized institutional formulas, and structured verification workflows that we now treat as baseline practice. ASPEN guidelines now favor standardized commercial multi-chamber TPN bags over hospital-compounded TPN whenever the patient's clinical needs are met by a standard formulation, with hospital-compounded TPN reserved for patients whose nutritional requirements truly exceed what standard products can deliver. We also discussed the specific safety practices required for hospital-compounded TPN: automated compounding devices with software-enforced dose limits, mandatory pharmacist verification of every additive, structured order entry with calculation transparency, and barcode scanning of every component during compounding.

What this was important for is understanding why automation is now the default for TPN — manual compounding has too many independent failure modes, and the harm severity of any one of them is too high to accept that risk when standard commercial products are clinically equivalent for the great majority of patients. The personal piece is appreciating the historical context behind current TPN practice. The shift from manual to automated compounding was driven by specific patient deaths and institutional learning, not by abstract safety theory. Recognizing that helps me understand why the field treats TPN safety as a settled discipline rather than as an ongoing debate.

Going forward, I will apply this by: (1) reading ASPEN's TPN safety guidelines and the original case literature on the 1994 incident so I have specific examples behind the abstract safety principles; (2) shadowing a TPN compounding workflow on hospital rotation, including the automated compounding device operation, the pharmacist verification step, and the chain-of-custody documentation; and (3) understanding the criteria for hospital-compounded versus commercial multi-chamber TPN selection, so when I am eventually involved in TPN decisions I can apply the appropriate framework rather than defaulting to whatever the institution does by tradition.",2,2,2,6
HAM-42b,"Today we discussed TPN compounding errors. The 1994 Michigan TPN deaths from excess phosphate accelerated the adoption of automated compounding. ASPEN recommends commercial multi-chamber bags when clinically appropriate. Hospital-compounded TPN requires automated devices, pharmacist verification of every additive, and structured workflows. I will pay attention to TPN workflows on rotation and read ASPEN guidelines.",2,1,0,3
HAM-42c,TPN can have errors and has caused deaths. Automation helps make it safer.,1,0,0,1
HAM-43a,"This session focused specifically on intravenous potassium administration rate as a HAM topic distinct from concentration. I learned that even appropriately diluted potassium chloride, if administered too rapidly, causes cardiac arrhythmias including ventricular fibrillation and asystole. The published maximum infusion rates are typically 10 mEq per hour through a peripheral IV and 20 mEq per hour through a central line, with continuous cardiac monitoring required for any rate above 10 mEq per hour. ISMP guidance includes standardized concentrations dispensed by pharmacy as ready-to-use products, pre-printed order sets that constrain the rate selection to validated options, smart-pump dose error reduction systems with hard limits that prevent the user from programming above-threshold rates without explicit override and documented rationale, and explicit nursing protocols for bedside potassium administration. We also discussed the broader principle that HAM safety often extends beyond the molecule itself to the administration parameters — concentration alone is necessary but not sufficient for safe potassium administration, and the rate is what determines whether a clinically appropriate concentration becomes harmful.

What this was important for is recognizing that HAM safety extends beyond dispensing into administration-rate engineering. The personal piece is realizing that smart-pump library curation — which I tend to mentally categorize as informatics work or operations work, separate from clinical pharmacy — is exactly the place where this safety boundary lives in operational form. A pharmacist who has not updated the smart-pump library to reflect the institution's potassium rate limits has effectively left a gap in the patient-safety infrastructure, regardless of how vigilant the bedside clinicians are.

Going forward, I will apply this by: (1) reviewing the institution's smart-pump KCl rate limits during my hospital rotation, including which units have hard limits, which have soft limits, and how often soft limits are overridden; (2) confirming that order sets enforce rate constraints by default, rather than allowing free-text rate entry that bypasses the validated options; and (3) treating any rate-override request as a stop-the-line moment requiring documented rationale, even when the request comes from a senior clinician — the override is exactly the case where the safety control is most needed.",2,2,2,6
HAM-43b,"Today's session covered IV potassium administration rate. Even appropriately diluted potassium can cause cardiac arrhythmias if given too fast. The standard rate limits are 10 mEq/hr peripheral and 20 mEq/hr central with cardiac monitoring above 10 mEq/hr. ISMP recommends standardized concentrations, pre-printed order sets, smart-pump hard limits, and nursing protocols. I will pay attention to KCl orders during rotation.",1,1,1,3
HAM-43c,Potassium can be dangerous if given too fast. There are rate limits.,1,1,0,2
HAM-44a,"Today's class focused on concentrated lidocaine as a HAM, particularly the multiple distinct lidocaine products on the market: the topical 1% and 2% preparations used for procedures, the 4% and higher viscous oral preparations used for mucosal anesthesia, the 10% spray used in ENT procedures, and the IV cardiac lidocaine used for ventricular arrhythmias. I learned that confusion between formulations has caused harm — including a fatal pediatric case where high-concentration topical lidocaine was administered orally and another case where viscous lidocaine was used for systemic absorption-related effects rather than its labeled topical use, leading to seizures and death. ISMP guidance requires distinct labeling between formulations, separated storage so the products are physically distant from each other in pharmacy and unit stocks, prescriber-specific indication on every order, and patient-specific dispensing rather than floor stock for the higher-concentration products. We also discussed the broader principle that 'lidocaine' as a name encompasses several practically different products that pharmacists must distinguish, and that the same generic name across formulations is not a sign of clinical equivalence.

What this was important for is recognizing that medication safety often hinges on within-name distinctions that are clinical practical matters, not theoretical pharmacology. The personal piece is sharpening my habit of asking 'which lidocaine?' rather than treating the name as sufficient — and recognizing that this same discipline applies to other multi-formulation drugs (heparin, dextrose, sodium chloride, magnesium) where the same generic name covers products with very different clinical implications.

Going forward, I will apply this by: (1) learning the institution's complete lidocaine formulary on my rotations, including which formulations are stocked where and what indications each is used for; (2) confirming distinct labeling at storage points by spot-checking the actual locations during shadowing rather than relying on the formulary list; and (3) clarifying indication on every lidocaine order I verify, treating the absence of an indication as a verification gap rather than a stylistic preference of the prescriber.",2,2,2,6
HAM-44b,"Today's class covered concentrated lidocaine. The topical 1-2%, viscous oral 4%, ENT spray 10%, and IV cardiac forms are all called lidocaine but are clinically very different. Errors have caused harm including fatal cases. ISMP recommends distinct labeling, separated storage, indication on orders, and patient-specific dispensing for higher concentrations. I will be careful with lidocaine and will ask which formulation when verifying orders.",2,1,1,4
HAM-44c,Lidocaine has different forms that can be confused. There have been deaths from this. I will be careful.,1,0,0,1
HAM-45a,"Today's class focused on intravenous iron preparations — iron dextran (high-molecular-weight and low-molecular-weight), ferric carboxymaltose, ferric derisomaltose, iron sucrose, and ferumoxytol — as a HAM category requiring observation for hypersensitivity reactions. I learned that iron dextran has historically carried the highest anaphylaxis risk and that current ISMP and ASHP guidance requires test-dose protocols for iron dextran (a small initial dose followed by an observation period before the therapeutic dose), observation periods of 30 to 60 minutes after each infusion regardless of product, and immediate epinephrine availability during every infusion encounter. The introduction of newer agents — ferric carboxymaltose, ferric derisomaltose, and iron sucrose — has reduced but not eliminated the safety concerns; serious hypersensitivity reactions still occur, and the administration setting (hospital, infusion center, or dialysis unit) determines whether emergency response is structurally available. We also discussed the labeling differences across products, the FDA black-box warning history for iron dextran, and the role of pharmacist consultation in selecting the appropriate IV iron product for a given patient given their renal function, anemia severity, and prior iron exposure history.

What this was important for is recognizing that HAM management extends to peri-administration monitoring, not just dispensing. The personal piece is understanding that I will counsel patients about IV iron in outpatient infusion settings throughout my career, and that the counseling content (signs to watch for, when to alert staff, what the observation period means) is part of the safety net rather than a courtesy. A patient who recognizes early hypersensitivity signs and alerts staff has functionally extended the institutional safety control into their own awareness; a patient who does not understand what they are watching for has functionally narrowed it.

Going forward, I will apply this by: (1) reviewing the institution's IV iron protocols on hospital rotation, including which products are formulary, what monitoring is required for each, and what the response algorithm is for hypersensitivity signs; (2) shadowing an outpatient infusion encounter on rotation if the opportunity arises so I see the actual administration, monitoring, and patient education sequence; and (3) building a personal counseling script for IV iron patients that covers the observation period rationale, the signs to watch for, and the action to take, so I am not improvising the conversation when I encounter it independently.",2,2,2,6
HAM-45b,"Today's class covered IV iron preparations. Iron dextran has the highest anaphylaxis risk and requires test-dose protocols. Ferric carboxymaltose, iron sucrose, and ferumoxytol have reduced but not eliminated hypersensitivity risk. All IV iron requires post-infusion observation and immediate epinephrine availability. I will be aware of IV iron safety protocols during outpatient infusion rotations.",2,1,1,4
HAM-45c,IV iron can cause allergic reactions. Patients need to be observed after the infusion.,0,1,0,1
HAM-46a,"Today's class focused on pediatric vaccines as HAMs — both because dosing errors at the extremes of pediatric weight cause real harm, and because anaphylactic reactions, while rare, are clinically severe and require pre-positioned response protocols. I learned that ISMP and CDC vaccine-administration guidance includes patient-specific weight verification before each dose for weight-based vaccines (rare in pediatric immunization but present in some scenarios), reading the immunization record to prevent duplicate dosing or contraindicated co-administration, age-appropriate vaccine selection (DTaP versus Tdap, MMR-V versus MMR + V administered separately for the youngest age groups), and required epinephrine and observation period after administration. We also discussed the operational challenges of multi-vial vaccine clinics where multiple presentations of similar vaccines (DTaP versus Tdap, IIV versus LAIV, MMR versus MMR-V) sit physically near each other in refrigerator storage, creating LASA risk that pharmacy must mitigate through storage separation, distinct labeling, and sometimes color-coding. The class walked through the CDC's published vaccine-error categories and the most common patterns: wrong-vaccine substitutions, expired vaccine administration, and reconstitution errors.

What this was important for is recognizing that vaccines, often treated as routine in retail and immunization-clinic practice, sit in the HAM category from a system-safety perspective. The personal piece is greater discipline in vaccine workflows even when they feel low-stakes, and a clearer sense that pharmacist-administered immunization carries the same verification responsibilities as any other HAM administration, even though the cultural norms around immunization are typically faster-paced than those around inpatient HAM administration.

Going forward, I will apply this by: (1) practicing standardized vaccine verification on retail rotations — patient-specific record review, age and contraindication check, expiration verification, and post-administration observation — even when the immunization clinic culture treats this as overhead; (2) reviewing the CDC's vaccine error categories and the published case studies so I recognize the patterns rather than waiting to encounter them; and (3) maintaining current Basic Life Support and AED certification before practicing immunization independently, since the responsibility for managing a post-vaccine anaphylaxis event sits with the administering pharmacist.",2,2,2,6
HAM-46b,"Today's class covered pediatric vaccines as HAMs. Dosing errors at the extremes of pediatric weight and rare anaphylactic reactions are the main concerns. CDC guidance includes record review, age-appropriate selection, weight verification where applicable, and required observation after administration. Multi-vaccine clinics have LASA risk from similar vaccines stored near each other. I will be careful with vaccine administration on retail rotations.",2,0,1,3
HAM-46c,Pediatric vaccines need careful administration. They are HAMs.,1,0,0,1
HAM-47a,"Today's class focused on code cart medication standardization across institutions. I learned that ISMP and the American Heart Association recommend a standardized national code-cart layout with consistent placement of high-risk drugs (epinephrine, atropine, sodium bicarbonate, calcium chloride, vasopressin), identical concentrations across an institution's carts (so a clinician moving between units does not encounter different concentrations of the same drug), standardized expiry-verification processes with documented sign-off, and barcode scanning of cart contents during stock checks. Variability in cart layout across hospitals and even across units within a single hospital is large and clinically meaningful — a clinician who works at multiple sites or rotates between units can be slowed in a code by an unfamiliar layout, costing seconds that translate to outcomes when ROSC depends on rapid drug administration. We also discussed published evidence that institutions adopting AHA-aligned standardized code carts experience measurable improvements in code-related medication times, and the operational challenge of maintaining standardization when individual units request modifications based on their patient population.

What this was important for is recognizing that code cart design is itself a HAM safety topic with patient-outcome implications, not a logistical or housekeeping matter. The personal piece is appreciating that the pharmacy team's design choices about cart layout shape clinician performance under stress six hours, a week, or a month later — at the moment when the design decisions are no longer visible but the consequences of them are determinative.

Going forward, I will apply this by: (1) requesting to inspect a code cart in detail with my preceptor on hospital rotation, including the layout rationale, the audit and restock workflow, and the documentation chain for cart maintenance; (2) comparing layouts across sites I rotate through, so I see the variation and the consequences of it firsthand; and (3) advocating for standardization within institutions when I see arbitrary variation between units' carts, since standardization is a known safety improvement that does not require new resources, only consistent decision-making.",2,2,2,6
HAM-47b,Today we discussed code cart standardization. ISMP and AHA recommend standardized layouts with consistent drug placement and identical concentrations across an institution. Variability slows code response and costs seconds that affect outcomes. Standardized carts are associated with better code medication times. I will pay attention to code cart layout and inspect a cart with my preceptor on rotation.,2,1,1,4
HAM-47c,Code carts should be standardized so people can find drugs fast in emergencies.,1,1,0,2
HAM-48a,"This session focused on the perioperative time-out as a HAM safety control — specifically how the time-out incorporates verification of administered medications, allergies, and antibiotic prophylaxis timing alongside the more familiar elements of site-marking and patient identification. I learned that the WHO Surgical Safety Checklist explicitly includes medication-related elements at three points in the operative encounter: sign-in (allergy verification before induction, anticipated medication needs reviewed), time-out (antibiotic prophylaxis confirmed administered within the appropriate window before incision), and sign-out (medication-related concerns reviewed before transfer of care). Adoption of the WHO checklist is associated with measurable reductions in surgical complications, including medication-related adverse events such as missed antibiotic prophylaxis, wrong-medication intraoperative administration, and perioperative anticoagulation errors. We also discussed how anesthesia HAMs — paralytics, opioids, vasopressors — get verified during the briefing rather than only at administration, and how the pharmacy team contributes to OR safety even when pharmacists are rarely physically present at the time-out.

What this was important for is connecting structured surgical safety practices to medication safety in a way I had not previously linked them. I had been thinking of the surgical time-out primarily as a wrong-site-surgery prevention tool. Today's session reframed it for me as a multifaceted safety checklist where medication elements sit alongside surgical elements, and where the pharmacy team's upstream work on order sets, antibiotic stewardship, and intraoperative medication availability is what makes the time-out's medication elements actually executable.

Going forward, I will apply this by: (1) observing a surgical time-out during my hospital rotation if my rotation permits, with specific attention to the medication-related elements and how they get verified in practice; (2) reviewing the WHO Surgical Safety Checklist in detail and comparing it against the institution's adapted version to see where local modifications were made; and (3) supporting the medication-related elements of the time-out through OR pharmacy work when relevant, including being available for pre-incision consultation if antibiotic timing or selection questions arise.",2,2,2,6
HAM-48b,"Today's class covered the perioperative time-out and how it includes medication verification. The WHO Surgical Safety Checklist has medication elements at sign-in, time-out, and sign-out. Adoption is associated with reduced surgical complications. Pharmacy contributes upstream through order sets, antibiotic stewardship, and intraoperative medication availability. I will think about OR safety and observe a time-out if possible.",1,2,1,4
HAM-48c,Surgery has a time-out before starting. It includes drug verification.,1,0,0,1
HAM-49a,"Today's session focused on direct oral anticoagulant safety — apixaban, rivaroxaban, dabigatran, edoxaban — including the dose-adjustment rules for renal function, the drug interactions mediated by P-glycoprotein and CYP3A4, the limited reversal options compared to warfarin, and the discontinuation-and-restart errors that cluster at procedural transitions. I learned that real-world DOAC errors cluster around incorrect dosing for renal function (especially when CrCl is borderline and the dosing adjustment threshold is not consistently applied), missed drug interactions (especially with antiepileptics, HIV antiretrovirals, and some antifungals that significantly affect DOAC plasma levels), and discontinuation-and-restart errors at procedures (failure to bridge appropriately, restart timing errors, and the not-uncommon scenario where the patient leaves the hospital with no clear instructions on when to resume their DOAC). ISMP guidance includes pharmacist-led DOAC reconciliation at every transition of care, structured patient counseling at every fill including signs of bleeding and what to do about missed doses, and explicit periprocedural protocols that specify the discontinuation interval and restart timing. The class also covered the available reversal options — idarucizumab for dabigatran, andexanet alfa for factor Xa inhibitors — and the operational reality that these agents are expensive and stocked only in larger institutions, which has implications for transfer decisions.

What this was important for is recognizing that the convenience of DOACs has shifted but not removed anticoagulation safety burden — it has just moved more of the burden to pharmacist-patient interaction in the outpatient setting and pharmacist-prescriber interaction at transitions. The personal piece is committing to substantive DOAC counseling on every retail fill rather than the brief 'any questions?' close, and to active drug-interaction screening rather than relying solely on EHR alerts that I have observed clinicians click through routinely.

Going forward, I will apply this by: (1) practicing teach-back DOAC counseling on every fill during my retail rotation, with specific attention to bleeding signs, missed-dose handling, and what to do before procedures; (2) building a personal renal-dose-adjustment table I can reference quickly for each DOAC, and using it actively rather than relying on the prescription as written; and (3) flagging drug interactions actively with prescribers when I see patients on a DOAC plus an interacting antiepileptic, antifungal, or antiretroviral, rather than dispensing and waiting for an adverse event.",2,2,2,6
HAM-49b,"Today's class covered DOAC safety. Real-world errors cluster around renal-function dosing, drug interactions with P-gp and CYP3A4 inhibitors, and discontinuation-restart at procedures. ISMP recommends pharmacist-led reconciliation at transitions and structured counseling at every fill. Reversal options exist (idarucizumab for dabigatran, andexanet alfa for factor Xa inhibitors) but are expensive and not universally stocked. I will counsel DOAC patients carefully on rotation.",2,1,1,4
HAM-49c,DOACs are anticoagulants like apixaban and rivaroxaban. They have safety issues with kidney function and drug interactions.,1,0,0,1
HAM-50a,"Today's class focused on naloxone access as a HAM mitigation strategy — providing the antidote to opioid overdose alongside every opioid prescription rather than treating naloxone as a separately requested product available only on patient initiative. I learned that all 50 states now have some form of naloxone standing-order or pharmacist-prescribing authority, that bundled opioid plus naloxone counseling is now the standard of care endorsed by CDC opioid prescribing guidelines, and that pharmacist-initiated naloxone dispensing has substantially expanded community naloxone availability since the standing-order frameworks were established. The CDC opioid prescribing guidelines explicitly recommend naloxone co-prescription for patients on chronic opioid therapy, patients on doses above 50 morphine milligram equivalents per day, patients with concomitant benzodiazepine use, patients with prior overdose, and patients with substance use disorder history. We also discussed the practical workflow: identifying eligible patients during opioid dispensing, brief naloxone counseling that covers recognition of overdose signs, intranasal versus injectable administration, and the importance of involving family members or other potential responders in the conversation.

What this was important for is recognizing that naloxone access is the highest-leverage intervention pharmacists can deploy in the opioid epidemic, and that not every patient receiving an opioid leaves with the naloxone education they would benefit from. The personal piece is committing to make naloxone counseling an automatic part of opioid dispensing — not an add-on triggered by perceived risk, but a default that the patient can decline rather than a service the patient must request. Defaults shape behavior at scale, and the default of 'opioid plus naloxone counseling for everyone meeting criteria' is what shifts community-level naloxone availability.

Going forward, I will apply this by: (1) confirming standing-order authorization in my state and any state I work in, including the specific eligibility criteria and the documentation requirements; (2) building a naloxone counseling script with hands-on demonstration using a placebo intranasal device, so the counseling is concrete rather than abstract; and (3) tracking my own naloxone offer rate during my retail rotation as a personal quality measure, since the discipline of measurement is what converts good intentions into consistent practice.",2,2,2,6
HAM-50b,"Today's class covered naloxone access as opioid HAM mitigation. All 50 states have standing-order or pharmacist-prescribing authority. CDC recommends co-prescription for chronic opioid therapy, doses above 50 MME per day, concomitant benzodiazepines, prior overdose, and substance use disorder history. Pharmacist-initiated dispensing has expanded community access. I will offer naloxone routinely on retail rotation and build a counseling script.",2,2,1,5
HAM-50c,Naloxone reverses opioid overdoses. Pharmacists can prescribe it under standing orders.,1,0,0,1
HAM-51a,"This session focused on concentrated dextrose D50 — 50% dextrose in water, 25 grams of dextrose per 50 mL syringe — as a HAM in hypoglycemia management. I learned that D50 administration requires central venous access or large-bore peripheral IV access because of its high osmolarity, can cause severe tissue necrosis with extravasation if administered through inadequate peripheral access, and has been associated with administration errors in pediatric patients where D10 or D25 is the appropriate concentration. ISMP guidance includes age-specific concentration availability with separate stocking of D10, D25, and D50, pediatric-specific code-cart kits that exclude D50 in favor of pediatric-appropriate concentrations, explicit administration-route requirements on every order, and clear labeling that distinguishes the available concentrations at the point of selection. We also discussed the broader principle that high-osmolarity products require infusion-route consideration as a structural safety control, not a clinical detail to be addressed at the bedside.

What this was important for is appreciating how concentration considerations extend beyond electrolytes to glucose, and how pediatric dosing differences require pharmacy-side workflow design rather than dose-by-dose vigilance from the bedside team. The personal piece is sharpening my mental model of HAM categories as broader than the canonical insulin-heparin-chemo trio — the HAM list expands to include any drug whose harm potential is shaped by concentration, route, or patient population, and the engineering controls that reduce harm look similar across that expanded list.

Going forward, I will apply this by: (1) reviewing the institution's D50 policy on hospital rotation, including stocking locations, code-cart inclusion, and any pediatric-specific exclusions; (2) confirming pediatric concentrations are stocked separately from adult concentrations in any unit that serves both populations; and (3) flagging D50 orders that lack explicit route specification, treating the route ambiguity as a verification gap rather than a stylistic preference.",2,2,2,6
HAM-51b,Today we covered D50 concentrated dextrose. It needs central or large-bore peripheral IV access because of high osmolarity. Pediatric patients use D10 or D25 instead. ISMP recommends age-specific concentration availability and separate stocking. I will be aware of dextrose orders and route specification on rotation.,2,1,0,3
HAM-51c,D50 is concentrated sugar. It can cause tissue damage if given through a small IV.,1,0,0,1
HAM-52a,"Today's class focused on investigational drug HAM management — drugs in clinical trials that lack FDA-approved labeling, full safety profiles, and standardized dispensing protocols. I learned that the FDA's investigational drug regulations under 21 CFR 312 require specific dispensing pharmacy controls including limited-access storage separate from commercial drug stocks, drug-accountability logs that track every dose by subject and visit, chain-of-custody documentation for receipt and return, and structured protocols for blinding and unblinding when applicable. Investigational drug services within hospital pharmacies are typically dedicated functions staffed by pharmacists with specific training in clinical trials regulations, GCP (Good Clinical Practice) requirements, and trial-specific documentation. The safety burden in investigational drug pharmacy is high because these drugs are often HAMs by class — oncology trial agents, cardiovascular trial agents, immunomodulators — and the investigational status itself adds uncertainty about adverse-effect profiles, drug interactions, and dose-response relationships that established commercial drugs do not carry. We also discussed the role of investigational drug services in protocol-deviation prevention, since a deviation can compromise both the patient's safety and the trial's scientific validity.

What this was important for is recognizing investigational drug services as a specialized career path with HAM safety considerations distinct from routine dispensing, and as one of the more procedurally rigorous areas of pharmacy practice. The personal piece is interest in this niche and the regulatory rigor it requires. Investigational drug pharmacy combines clinical complexity with regulatory exactness in a way that I find appealing as a career possibility.

Going forward, I will apply this by: (1) shadowing an investigational drug service on rotation if available, with specific attention to the accountability log workflow and the unblinding procedures; (2) reading 21 CFR 312 dispensing requirements in full so I understand the regulatory framework rather than only the operational practice; and (3) considering ASHP's investigational drug specialty tracks for residency, since this is a setting where residency training is the typical entry point and informal learning is harder to come by.",2,2,2,6
HAM-52b,"Today's class covered investigational drugs and the additional safety controls they require. 21 CFR 312 specifies dispensing requirements including limited-access storage, drug-accountability logs by subject and visit, chain-of-custody documentation, and blinding-unblinding protocols. Investigational drug services are typically staffed by pharmacists with specific training. The safety burden is high because investigational drugs are often HAMs by class with uncertain adverse-effect profiles. I will explore this niche and consider residency tracks.",2,1,1,4
HAM-52c,Investigational drugs are in trials. They have special storage and documentation rules.,1,0,0,1
IMI-41a,"Today's session focused on patient experience as a legitimate outcome measure within IHI improvement projects, alongside the more familiar clinical metrics like A1C control, readmission rate, and mortality. I learned that IHI's Triple Aim framework — and now the expanded Quadruple Aim that adds clinician wellbeing — explicitly treats patient experience as one of three coequal outcomes, not as a soft metric subordinate to clinical results. We reviewed validated instruments including HCAHPS for inpatient settings, CG-CAHPS for ambulatory, and the IHI Patient Experience scorecard for various care settings, along with the strengths and limitations of each. Each instrument captures specific dimensions: communication with providers, responsiveness of staff, pain management, medication communication, and discharge information are core HCAHPS domains, while CG-CAHPS adds access-to-care and care-coordination dimensions. We also discussed published QI projects where using patient experience as the primary outcome produced different changes than purely clinical metrics would have driven — for example, projects that improved medication communication scores by extending counseling time, which subsequently improved adherence and clinical outcomes through the patient-experience pathway rather than directly.

What this clarified for me is that patient experience improvement is not separate from clinical pharmacy work; it is the outcome that makes our clinical work feel different to the patient and that often mediates whether the clinical change actually translates into health improvement. The personal piece was a clearer commitment to including a patient-experience measure in any QI project I run, and a sharper awareness that 'the clinical metric improved' is incomplete information about whether the project succeeded.

Going forward, I will apply this by: (1) reading the IHI Triple Aim primer and the original Berwick paper that established the framework, so I have the conceptual foundation rather than just the practical vocabulary; (2) including a patient-experience measure in my next QI proposal, with attention to which dimension is most relevant to the project's aim; and (3) reviewing HCAHPS scores at any institution where I rotate to see how the institution thinks about patient experience and whether it is integrated into operational decisions or treated as a reportable metric.",2,2,2,6
