reflection_id,reflection_text,what_score,why_score,how_score,overall_score,topic
R057,"We discussed pharmaceutical compounding safety in class today, including relevant regulatory standards and some case examples of compounding failures. I was deeply affected by the discussion of patients who received contaminated compounded medications in clinical settings — situations where they were entirely dependent on the healthcare system and its quality controls to protect them. It struck me that patients receiving compounded sterile preparations often have no way to evaluate the quality of what they receive. That dependency creates a profound responsibility for the pharmacist. During my compounding lab and any compounding rotations, I will treat every step of the aseptic technique as non-negotiable, practice garbing and hood technique consistently, and ask to observe environmental monitoring procedures so I understand how the site confirms its cleanroom standards.",1,2,2,5,Compounding Safety
R058,"Today's class covered compounding safety comprehensively, reviewing USP 795 and 797 standards, the types of compounding errors (calculation errors, contamination, incorrect ingredient substitution), and the regulatory framework that governs both community and hospital compounding. We reviewed the New England Compounding Center outbreak in detail, including the cascade of regulatory failures that allowed it to occur. Compounding safety is a critical area for pharmacists to understand. The consequences of errors can be catastrophic on a public health scale. I am still thinking about specific applications of this learning to my own practice.",2,1,0,3,Compounding Safety
R059,"Today's class was about compounding safety and the standards that apply to non-sterile and sterile preparations. We discussed some famous compounding failures and what pharmacists can do to prevent them. Pharmaceutical compounding involves significant risk if not done correctly, and USP standards exist for good reason. I will take compounding labs and rotations seriously and follow all protocols carefully.",1,1,1,3,Compounding Safety
R060,We covered some pharmacy compounding topics today. I will make sure to follow the rules and procedures when I do any compounding at my sites.,0,0,1,1,Compounding Safety
R061,Class today covered compounding in pharmacy. There are important standards that need to be followed to keep patients safe. I will study more about these requirements.,0,1,0,1,Compounding Safety
R062,"In today's session, we covered evidence-based patient counseling strategies for medication safety, including health literacy-sensitive communication, teach-back methodology, and the use of standardized counseling mnemonics like the Indian Health Service Prime Questions. We also reviewed how language barriers affect medication adherence and error rates, and the pharmacist's obligation to use professional interpreter services rather than relying on family members or gestures. A simulation exercise required us to counsel a standardized patient with limited health literacy on starting warfarin, and I found it significantly more difficult than expected. The simulation revealed something about my assumptions I had not recognized before: I tend to assume patients understand more than they do, particularly around concepts like international normalized ratio, drug-food interactions, and the need for frequent monitoring. I over-used technical language even when I thought I was simplifying. This session made me see patient counseling not as a checklist item at the end of a dispensing workflow, but as a core safety intervention — because an informed, empowered patient is one of the most effective safeguards against adverse drug events. After each counseling encounter at my internship, I will use the teach-back method to confirm understanding by asking the patient to explain the key points back to me in their own words. If a patient indicates any language preference other than English, I will request a professional interpreter before proceeding with counseling, even under time pressure.",2,2,2,6,Patient Counseling
R063,"This week's class focused on patient counseling, reviewing communication techniques, health literacy considerations, and the regulatory requirement (OBRA 90) for counseling offers to Medicaid patients. We practiced using the IHS Prime Questions framework and discussed how counseling serves as a final safety check — an opportunity for the patient to catch errors the pharmacy might have missed. We also reviewed studies showing that effective pharmacist counseling reduces hospitalization rates and adverse drug events. Patient counseling is important, and I understand it is both a legal requirement and a safety intervention. I plan to proactively offer counseling to every new prescription patient during my retail pharmacy rotation, including using teach-back to confirm understanding of high-risk medications like anticoagulants, insulin, and narrow therapeutic index drugs.",2,1,2,5,Patient Counseling
R064,"We discussed patient counseling techniques in class today. The content included some communication frameworks and health literacy considerations. As a first-generation immigrant, I grew up watching my family members struggle to communicate with healthcare providers, and the section on interpreter services resonated with me deeply. I saw my aunt misuse an inhaler for years because she was too embarrassed to ask for help and the pharmacist had not noticed or addressed the language barrier. Helping patients from similar backgrounds access safe, clear medication information feels like a personal mission for me. I will ask my preceptors at every site whether interpreter services are available and actively use them whenever needed. I will also practice teach-back in every counseling session and note any cases where a patient's understanding was different from what I expected.",1,2,2,5,Patient Counseling
R065,"In class, we reviewed counseling frameworks including the IHS Prime Questions, teach-back methodology, and communication adaptations for patients with low health literacy or language barriers. We discussed the evidence linking effective counseling to reduced adverse drug events and improved adherence outcomes. We practiced abbreviated counseling scenarios in pairs. I have not yet developed a strong personal connection to this topic, though I recognize its clinical importance. I will practice counseling skills at my internship and request feedback from my preceptor on my communication technique.",2,0,1,3,Patient Counseling
R066,"We discussed patient counseling in class, including how pharmacists communicate medication information effectively. We reviewed health literacy, language barriers, and the importance of confirming patient understanding. Good counseling is a pharmacist responsibility that protects patients from medication errors. I will make an effort to counsel patients clearly and check their understanding at my internship.",1,1,1,3,Patient Counseling
R067,Class today was about counseling patients on their medications. This is an important part of the pharmacist's role in ensuring patients are safe. I will work on improving my communication skills.,0,1,0,1,Patient Counseling
R068,We covered pharmacy counseling today. I will practice talking to patients at my internship and try to make sure they understand how to take their medications.,0,0,1,1,Patient Counseling
R069,"This week's session covered opioid safety comprehensively — morphine milligram equivalents (MME), the CDC prescribing guidelines for chronic pain, risks of combining opioids with benzodiazepines, opioid-induced respiratory depression, and the critical role of naloxone distribution in the community. We reviewed the trajectory of the opioid epidemic, including how prescribing practices drove a rise in iatrogenic opioid dependence before transitioning into illicit fentanyl-driven overdose deaths. We discussed pharmacist-specific roles: dispensing naloxone under standing orders, reviewing MME thresholds, checking PDMPs, and counseling patients on safe storage and disposal. This topic carries personal weight for me. A close friend struggled with opioid use disorder that began after a sports injury, and watching how the healthcare system both created and failed to address that problem shaped my view of pharmaceutical harm. This session gave me a framework to understand what went wrong systemically and how pharmacists could have intervened differently at multiple points — from initial prescribing to community-level naloxone access. I am not someone who will be passive about this. At my community pharmacy rotation, I will ask to observe naloxone dispensing counseling sessions and eventually conduct them myself. I will review the PDMP for every Schedule II opioid prescription I help process and flag any MME thresholds over 90 MME per day for preceptor review.",2,2,2,6,Opioid Safety
R070,"In class today, we covered opioid prescribing safety — MME calculation, combined opioid-benzodiazepine risk, naloxone co-prescription, and community pharmacist responsibilities during the opioid epidemic. We reviewed the 2022 CDC Clinical Practice Guideline and how its recommendations differ from prior guidance. We discussed specific counseling points for naloxone including device training for different formulations (intranasal vs. auto-injector), when to use it, and how to call 911. Opioid safety is not an abstract topic for me — I grew up in a rural county that was heavily affected by the epidemic, and I have seen the consequences in my community. This class gave me a more systemic perspective on how pharmacy-level interventions — particularly PDMP checks, MME monitoring, and naloxone co-prescription — can make a measurable difference at scale. I will make naloxone counseling a priority at every relevant encounter during my rotations and ask my preceptor to evaluate my technique.",2,2,1,5,Opioid Safety
R071,"Today we focused on opioid safety, including the pharmacology of opioid-induced respiratory depression, MME calculation, the risk of combining opioids with CNS depressants, and harm reduction strategies including naloxone. We reviewed PDMP policies across different states and practiced calculating MME for a patient on multiple opioid formulations. Opioid safety is clearly an important area of pharmacy practice. I will apply what I learned by calculating MME for any opioid prescription I verify during my rotations and will offer naloxone co-prescription counseling whenever appropriate. I will also review the PDMP before dispensing any Schedule II opioid.",2,1,2,5,Opioid Safety
R072,"We covered opioid safety today, including some calculation methods and safety guidelines. The discussion of naloxone was helpful. This topic matters to me because I want to work in a community pharmacy setting, and I know that opioid safety counseling will be part of my daily work. Seeing statistics about how many opioid overdose deaths are preventable with naloxone reinforced my belief that pharmacists can save lives through active patient engagement — not just medication dispensing. I will practice naloxone counseling at my retail rotation and ask my preceptor for feedback.",1,2,1,4,Opioid Safety
R073,"In today's class, we reviewed opioid safety in depth — including the pharmacokinetics of common opioids, MME thresholds from CDC guidelines, risks of polypharmacy with CNS depressants, and naloxone's mechanism and dispensing protocols. We practiced using the MME calculator with a complex patient case involving both a long-acting and short-acting opioid. I am still forming my personal perspective on this topic. I will try to apply MME awareness during my rotations.",2,0,1,3,Opioid Safety
R074,"We discussed opioid safety in class, covering naloxone, MME calculation, and the pharmacist's role in the opioid epidemic. We reviewed relevant guidelines and how community pharmacists can help reduce harm. Opioid safety is one of the most urgent public health issues in pharmacy practice. I will try to follow safe dispensing practices and counsel patients on naloxone when appropriate during my internship.",1,1,1,3,Opioid Safety
R075,Today's class covered opioids and their safety considerations. Pharmacists have an important role in preventing harm from opioid medications. I will learn more about this topic.,0,1,0,1,Opioid Safety
R076,We covered opioid-related content in class today. I will make sure to ask my preceptor about the opioid-related procedures at my site and try to learn from real cases during my rotation.,0,0,1,1,Opioid Safety
R077,"In today's class, we covered renal dose adjustment principles in depth — the use of the Cockcroft-Gault equation to estimate creatinine clearance, the difference between GFR-based and CrCl-based dosing decisions, and the drugs most commonly requiring adjustment in renal impairment. We reviewed specific examples including vancomycin, metformin, digoxin, and enoxaparin, and discussed how failure to adjust doses in dialysis patients has resulted in drug accumulation and serious toxicity. We also covered the nuances of serum creatinine as a marker — its limitations in elderly patients with low muscle mass, in patients with acute kidney injury, and in those on dialysis. I was surprised to learn how frequently renal dose adjustments are missed in practice, even in hospital settings with robust electronic clinical decision support. This session challenged my assumption that electronic alerts reliably catch these errors. I now understand that CDS alerts require accurate patient data (weight, creatinine, indication) to fire correctly, and that those inputs are often missing or stale. This means pharmacists cannot rely on the system — we have to know the underlying principles. At my clinical rotation, I will calculate CrCl independently for every patient I counsel on a renally-cleared medication rather than relying solely on the EHR-generated recommendation. I will flag any cases where the EHR value differs from my calculation and discuss the discrepancy with my preceptor.",2,2,2,6,Renal Dose Adjustment
R078,"Today we reviewed renal dose adjustment with a focus on calculating creatinine clearance, interpreting GFR stages, and applying dose modification recommendations from references like Lexicomp and the drug package insert. We reviewed cases of metformin-associated lactic acidosis in patients with unrecognized renal impairment and digoxin toxicity from inappropriate dosing in an elderly patient. Renal dose adjustment is critically important because the consequences of getting it wrong — toxicity or therapeutic failure — are often irreversible, especially in patients with already-compromised renal function. I think about the elderly patients in my community pharmacy who are frail and have reduced muscle mass, meaning their serum creatinine may look normal but their actual renal function may be severely diminished. I need to be the one who catches this. I have not yet fully worked out how I will apply this in practice, but I know I need to make renal function review a standard part of my patient assessment.",2,2,0,4,Renal Dose Adjustment
R079,"We discussed renal dose adjustment in class, reviewing the Cockcroft-Gault equation and some key drug examples. I feel personally motivated by this topic because I cared for a family member with end-stage renal disease who experienced a preventable drug toxicity when a physician did not adjust her antibiotic dose. The pharmacist later identified the error, but only after she had been experiencing symptoms for several days. This experience made me aware of how critical pharmacist review of renal function is in complex patients. I will calculate CrCl for every renally-cleared drug I encounter during rotations and compare my result to the EHR value. I will also ask my preceptor to review the site's process for identifying patients with undocumented or fluctuating renal function.",1,2,2,5,Renal Dose Adjustment
R080,"In today's session, we covered renal pharmacokinetics and dose adjustment strategies, including the Cockcroft-Gault equation, GFR staging, and drug-specific adjustment recommendations. We also discussed the unique challenges of dosing in patients receiving hemodialysis or continuous renal replacement therapy. Renal dose adjustment is a clinically important skill and I understand that errors in this area can cause serious harm. I will keep this in mind when reviewing medication orders during clinical rotations.",2,1,0,3,Renal Dose Adjustment
R081,We covered renal dosing today including CrCl calculations and some drug examples. Patient safety is important in this area since kidney impairment is common and many drugs require adjusted doses. I will review renal function when dispensing medications during my rotations.,1,1,1,3,Renal Dose Adjustment
R082,Class today covered kidney-related drug dosing. I will practice creatinine clearance calculations and remember to check renal function for high-risk drugs at my site.,0,0,1,1,Renal Dose Adjustment
R083,We discussed drug dosing and kidney function in class. This is clearly an important area for clinical pharmacists to understand. I will pay attention to this in practice.,0,1,0,1,Renal Dose Adjustment
R084,"Today's session focused on transitions of care pharmacy — the high-risk period when patients move between care settings such as from hospital to home, hospital to skilled nursing facility, or emergency department to outpatient. We reviewed the evidence base for pharmacist-led discharge interventions, including the PILL study and Project Re-Engineered Discharge (RED), both of which demonstrated significant reductions in 30-day readmissions when pharmacists were involved in discharge counseling and medication reconciliation. We also discussed the typical discharge medication error profile: omitted medications, dose changes not communicated, new drug-drug interactions from combined inpatient and outpatient regimens, and inadequate patient education about medication changes. This topic helped me connect several concepts from prior sessions — medication reconciliation, patient counseling, drug interactions — into an integrated model of the care transition process. I now see the discharge interaction as one of the highest-stakes moments in pharmacy practice and one of the areas where pharmacists are most underpresent relative to the evidence for their impact. At my hospital rotation, I will ask to participate in at least three pharmacist-led discharge counseling sessions, focusing on patients who had medication changes during hospitalization. I will document the number of discrepancies or education gaps I identify and debrief with my preceptor after each encounter.",2,2,2,6,Transitions of Care
R085,"In class, we reviewed transitions of care concepts, including the care transition model, common discharge medication errors, and evidence-based pharmacy interventions like the MTM discharge bundle. We discussed why the hospital-to-home transition is so high-risk: patients are often cognitively fatigued, managing multiple new medications, and unclear about what changed and why. We also reviewed CMS quality measures related to readmissions and how pharmacist involvement affects them. Transitions of care safety is clearly important, and pharmacists are well-positioned to intervene. During my hospital rotation, I will ask to observe discharge counseling sessions, paying particular attention to how pharmacists explain medication changes to patients in plain language, and I will practice these conversations myself under supervision.",2,1,2,5,Transitions of Care
R086,"We discussed transitions of care in class today, reviewing some statistics on readmissions and the role of pharmacists. This topic resonated with me because my mother was readmitted to the hospital within two weeks of a prior discharge after she ran out of a cardiac medication because the discharge prescription was never sent to the pharmacy. The admitting physician was surprised, but no one had ensured the prescription was transmitted and filled. I can see now that the pharmacist at the outpatient pharmacy could have identified the gap if there had been a formal transition of care handoff. I plan to ask about the hospital-to-community pharmacy communication processes at each of my rotation sites and think about where I can intervene most effectively.",1,2,2,5,Transitions of Care
R087,"Today's class covered transitions of care in detail, reviewing the epidemiology of medication-related readmissions, specific error types at discharge, and pharmacist-led intervention models. We reviewed the PILL study protocol, which involved pharmacist-conducted counseling, medication reconciliation, and 72-hour follow-up calls, and how it reduced readmissions by 18%. Understanding transitions of care makes me think about the real costs of gaps in pharmacy services. I want to be the pharmacist who closes those gaps. I am still thinking about how to translate this into specific actions at my upcoming rotation.",2,2,0,4,Transitions of Care
R088,"Class today covered transitions of care and how medication errors commonly occur when patients move between settings. We discussed the pharmacist's role in preventing these errors. Transitions of care are a high-risk period for patients, and pharmacists have an important role in preventing medication-related readmissions. I will look for opportunities to participate in discharge counseling during my hospital rotation.",1,1,1,3,Transitions of Care
R089,We talked about how patients' medications can get mixed up when they move from one place to another. I will try to participate in discharge counseling at my rotation site when I have the chance.,0,0,1,1,Transitions of Care
R090,Today we discussed care transitions and medication safety. This is an important area where pharmacists can make a real difference. I want to learn more about how this works in practice.,0,1,0,1,Transitions of Care
R091,"This session focused on root cause analysis (RCA) as a patient safety methodology, including its theoretical basis in just culture, the difference between RCA and blame-based error investigation, and the structured fishbone (Ishikawa) diagram approach to identifying contributing factors. We reviewed a case of a wrong-dose dispensing error and walked through the complete RCA process — from identifying the immediate cause to uncovering the latent system conditions that made the error possible: inadequate lighting, lack of a second-check policy, a poorly designed label template, and staffing shortages on the day the error occurred. The RCA framework transformed how I think about pharmacy errors. Before today, I would have attributed most errors to individual carelessness. The systematic analysis showed me that individual errors almost always occur at the intersection of multiple system vulnerabilities, and that blaming the individual does nothing to fix those underlying conditions — meaning the same error will happen again. This realization makes me want to be someone who does not just avoid errors personally, but who actively advocates for system improvements. During my internship, when I observe a near miss or error, I will attempt to do a brief informal RCA in my head — identifying at least three contributing factors beyond the individual — and share those observations with my preceptor rather than just noting that an error occurred.",2,2,2,6,Root Cause Analysis
R092,"In today's class, we covered the root cause analysis framework, including the Swiss Cheese Model revisited in the context of structured RCA, the difference between proximate causes and root causes, and how healthcare organizations use RCA reports to drive systemic improvement. We reviewed a hospital case where a patient received a tenfold heparin overdose and practiced identifying root causes using a fishbone diagram. We also discussed the psychological safety required for honest RCA and how just culture principles facilitate reporting. RCA is an important tool for improving safety. I plan to approach any errors or near misses I observe during rotations with a root cause mindset — identifying systemic factors rather than stopping at individual blame. I will also review my rotation site's error reporting procedures and ask my preceptor how completed RCAs are used to drive changes at their organization.",2,1,2,5,Root Cause Analysis
R093,"We covered root cause analysis in class and went through the basic method using a case example. The topic resonated with me because during a previous internship, a dispensing error occurred and the response from the manager was to criticize the technician publicly rather than investigate why the error happened. That approach felt wrong at the time, and this class gave me the framework to understand why — blame-focused responses suppress reporting and leave the system conditions intact. I am committed to supporting just culture in any organization I work in. During my rotations, I will model the behavior of identifying systemic contributing factors when errors occur and advocate for reporting rather than concealment when I observe near misses.",1,2,2,5,Root Cause Analysis
R094,"Today's class walked through root cause analysis as a structured patient safety method, covering the fishbone diagram, the five whys technique, and the distinction between proximate and root causes. We reviewed case examples from pharmacy and nursing and discussed how RCA reports are used by pharmacy quality departments to drive system improvements. The concept that resonated most was systems thinking — the idea that individual errors are predictable outputs of flawed systems, not aberrations caused by bad people. I want to be a pharmacist who approaches errors with curiosity rather than judgment. I am still figuring out how to translate this into concrete actions during my rotations.",2,2,0,4,Root Cause Analysis
R095,"We discussed root cause analysis and how it is used to investigate errors in pharmacy and healthcare. We went through a case and identified different contributing factors. RCA is a valuable safety tool because it focuses on system improvement rather than individual blame, which leads to better long-term outcomes. I will try to apply a root cause mindset when I encounter errors or near misses during my training.",1,1,1,3,Root Cause Analysis
R096,Today we talked about how errors are investigated in healthcare settings. It seems like there is more to errors than just one person making a mistake. I will keep this in mind when I encounter any problems during my rotations.,0,1,0,1,Root Cause Analysis
R097,Class today covered safety investigation methods. I will try to think about the bigger picture whenever I notice a problem at my internship site.,0,0,1,1,Root Cause Analysis
R098,"Today's class covered medication error disclosure — the ethical and legal framework for communicating errors to patients and families, the communication techniques used in disclosure conversations, and the evidence showing that transparent disclosure actually reduces malpractice claims rather than increasing them. We reviewed the CANDOR toolkit and practiced using it in a simulated disclosure scenario where a patient had received an incorrect dose of a blood pressure medication for two weeks. The simulation revealed how uncomfortable I am with uncertainty and apology. I found myself wanting to qualify everything, minimize the significance, and avoid saying directly that an error had occurred. This is exactly the opposite of what effective disclosure requires. Understanding this discomfort — and recognizing it as a clinical skill gap — was valuable. I now understand that disclosure is not just the right thing to do ethically; it is also the most effective way to preserve the therapeutic relationship and address patient harm. At my next rotation, I will ask my preceptor whether they have been involved in a disclosure conversation and whether I might observe one if appropriate. I will also practice delivering a structured apology using the CANDOR framework with a peer before I encounter a real situation.",2,2,2,6,Error Disclosure
R099,"In class, we covered error disclosure from both ethical and practical perspectives, reviewing the legal landscape around apology laws, the CANDOR toolkit, and the psychological impact of disclosure on patients and healthcare providers. We went through a case study where a patient received a wrong drug for three days and the healthcare team debated whether and how to disclose the error. We also discussed second victim syndrome — the emotional harm experienced by the clinician who made the error. Error disclosure is a difficult but necessary skill for pharmacists to develop. I plan to practice disclosure communication in simulation settings whenever possible and ask my preceptor to review the site's disclosure policy with me.",2,1,2,5,Error Disclosure
R100,"We discussed medication error disclosure in class today. The legal and ethical framework was complex, and the simulated exercise was challenging. This topic connects to something I believe in strongly — patient autonomy. Patients have the right to know what happened to them, even when the news is difficult to deliver. I have read about cases where errors were concealed from patients and later discovered, causing far more damage to trust than honest disclosure would have. I want to be someone who acts with integrity in those moments. I plan to learn the disclosure process at my rotation sites and be willing to participate in those conversations when appropriate.",1,2,1,4,Error Disclosure
R101,"Today's session covered medication error disclosure, including the CANDOR framework, apology law protections, institutional disclosure policies, and the second victim experience. We practiced structured disclosure in pairs, which was surprisingly difficult — the challenge of being clear about what happened while also being compassionate was not easy to balance. This topic matters deeply because patients who are harmed by medical errors deserve honesty. Research shows that patients primarily want acknowledgment and an apology — not litigation — and that concealment or deflection makes outcomes worse for everyone. I understand intellectually that disclosure is the right approach, but I am still working on the emotional readiness to do it well in practice.",2,2,0,4,Error Disclosure
R102,"We went over the topic of medication error disclosure, including how it should be done and why transparency is important. We did a practice exercise that was challenging. Disclosure is an important professional responsibility, and patients deserve to know when errors have occurred. I will learn more about the disclosure policies at my rotation sites.",1,1,1,3,Error Disclosure
R103,Today we talked about how to tell patients when a medication error has occurred. This seems like a very difficult thing to do but is clearly important. I will work on developing this skill.,0,1,0,1,Error Disclosure
R104,Class today was about communicating with patients after an error. I will ask my preceptor about any disclosure procedures at my site and try to learn how this is handled.,0,0,1,1,Error Disclosure
R105,"Today's class covered pharmaceutical storage standards, including USP temperature classifications, requirements for controlled room temperature, refrigerated, and frozen medications, and the safety implications of temperature excursions for different drug classes. We reviewed the cold chain requirements for vaccines and biologics, including insulin, and discussed how breaks in the cold chain — whether in shipping, pharmacy storage, or patient handling — can result in reduced potency or product failure. We also covered light-sensitive medications, segregation requirements for hazardous drugs, and the regulatory implications of dispensing an expired medication. I had not fully appreciated how much drug storage affects drug safety before this session. I grew up in a household where my parents kept all their medications in the bathroom medicine cabinet, which is actually one of the worst storage environments due to humidity and temperature fluctuations. This session made me realize that improper storage is not just a technical compliance issue — it is a patient safety issue that I, as a pharmacist, have a responsibility to address at the point of dispensing. At every counseling opportunity, I will include storage instructions as a standard counseling point, not just for temperature-sensitive medications but also for those affected by humidity or light. I will also audit the medication storage areas at my rotation sites and report any temperature excursion logs or improper segregation I observe to my preceptor.",2,2,2,6,Drug Storage
R106,"In class today, we covered drug storage requirements in detail — USP temperature ranges, refrigerated storage monitoring, cold chain requirements for biologics, and the storage requirements for controlled substances. We also reviewed the consequences of storage failures: reduced drug potency, degradation products with toxic potential, and regulatory violations. Case examples included a community pharmacy that had used a malfunctioning refrigerator for insulin for several weeks without noticing the temperature log had been out of range. Proper drug storage is an area I had underestimated before. Hearing about the insulin case made me think about how patients rely on the pharmacy to ensure the medications they receive are stored properly — they have no way to verify that themselves. I will make storage counseling a standard part of my practice and will ask to review temperature monitoring logs at my rotation sites.",2,2,1,5,Drug Storage
R107,"Today we reviewed drug storage standards and the safety implications of improper storage. There were several important points about cold chain management and temperature excursions. I feel a personal connection to this topic because I have worked in a retail pharmacy where I noticed that some insulin pens in the display case were close to their expiration date and had been stored near the door seal, which allowed intermittent temperature fluctuations. I did not say anything at the time, not knowing what the protocol was. This class made me realize that I had identified a genuine safety issue and that speaking up was not only appropriate but required. At my internship, I will check temperature logs and medication storage conditions as part of my regular responsibilities, and I will report concerns about potential temperature excursions to my supervisor promptly.",1,2,2,5,Drug Storage
R108,"Today's session covered pharmaceutical storage requirements including USP storage condition classifications, monitoring procedures for refrigerators and freezers, and the handling requirements for light-sensitive medications. We also discussed hazardous drug storage requirements under USP 800 and the segregation requirements for cytotoxic agents. Drug storage is an often-overlooked aspect of medication safety, and I now have a clearer picture of how storage failures can compromise drug integrity and ultimately harm patients. I will pay attention to storage standards at my sites.",2,1,0,3,Drug Storage
R109,"We went over drug storage standards in class today. We covered temperature ranges, cold chain management, and some examples of storage failures. Proper drug storage is important for maintaining medication efficacy and patient safety. I will review storage conditions and monitoring logs at my rotation sites.",1,1,1,3,Drug Storage
R110,Today's class was about storing medications properly. I will pay attention to storage conditions and temperature logs at my internship and ask questions if anything seems off.,0,0,1,1,Drug Storage
R111,We talked about how important it is to store medications correctly. This is something pharmacists need to monitor carefully to ensure patient safety. I will study more about the specific requirements.,0,1,0,1,Drug Storage
R112,"In today's session, we covered immunization safety comprehensively — Vaccine Information Statements (VIS), contraindications and precautions, VAERS reporting requirements, anaphylaxis management protocols, vaccine schedule decision-making, and cold chain management. We also discussed the pharmacist's expanding role in administering vaccines and the responsibility to screen patients for contraindications and potential adverse reactions. A simulation exercise tested our ability to assess a patient with an egg allergy for influenza vaccine eligibility using current ACIP guidelines. Before this session, I viewed immunization as a fairly straightforward pharmacist activity — confirm age, give the shot, document. The simulation revealed how much clinical judgment is actually required: interpreting allergy histories, distinguishing contraindications from precautions, recognizing early signs of anaphylaxis, and managing the epinephrine kit in a real emergency. I was also confronted with how important counseling is in the immunization context, particularly for patients who have vaccine hesitancy — not to argue with them, but to have an informed, respectful conversation. At my community pharmacy rotation, I will review the current ACIP schedule before each shift, ask to participate in immunization consultations, and practice anaphylaxis management scenarios with my preceptor to ensure I am prepared to respond if a reaction occurs.",2,2,2,6,Immunization Safety
R113,"Today's class covered vaccine safety, including VAERS reporting, Vaccine Information Statements, anaphylaxis recognition and management, and the ACIP immunization schedule. We also discussed contraindications to common vaccines, including MMR, varicella, and live vaccines in immunocompromised patients. We practiced administering IM injections using simulation models and reviewed the two-minute post-vaccination observation requirement. This topic deepened my appreciation for the precision required in immunization practice. A single oversight — giving a live vaccine to an immunocompromised patient, missing a contraindication, failing to keep epinephrine available — can cause serious harm. I also think about the impact at a population level: pharmacists administer millions of vaccines annually, and the quality of our screening and administration directly affects herd immunity. I will develop a personal screening checklist for common vaccines and ask to perform supervised vaccine administrations at my retail rotation.",2,2,1,5,Immunization Safety
R114,"We covered immunization safety in class today, including vaccine adverse events, contraindications, and the pharmacist's role in immunization programs. As someone who has family members who have expressed vaccine hesitancy, this topic felt particularly relevant to me. I want to be able to have compassionate, evidence-based conversations about vaccine safety concerns rather than dismissive ones. The section on VAERS and how adverse events are tracked reinforced for me that the surveillance system exists because safety is taken seriously — and that reporting adverse events is a professional obligation, not optional. During my rotations, I will participate in vaccine administration sessions and practice using VIS documents with patients. I will also review VAERS reporting procedures at each site so I know how to submit a report if needed.",1,2,2,5,Immunization Safety
R115,"Today we covered immunization safety in detail, including the pharmacist immunizer certification requirements, ACIP scheduling guidelines, contraindication screening protocols, anaphylaxis management, and VAERS reporting. We reviewed several case examples including inappropriate vaccine administration in immunocompromised patients. Immunization safety is an important area of pharmacist practice as we administer more vaccines than any other healthcare provider group. I recognize the clinical responsibility this entails. I will keep these safety principles in mind during my rotations.",2,1,0,3,Immunization Safety
R116,"We discussed vaccine safety in class, including how pharmacists screen for contraindications, administer vaccines safely, and manage adverse reactions. We reviewed reporting requirements and the ACIP schedule. Immunization safety is a key responsibility for pharmacist immunizers. I will review screening criteria and practice administration technique during my retail rotation.",1,1,1,3,Immunization Safety
R117,Today we went over vaccines and some safety considerations. I will review contraindications and practice my immunization technique at my rotation site.,0,0,1,1,Immunization Safety
R118,Class today covered immunization-related topics. Vaccines are an important part of the pharmacist's role and there are safety responsibilities involved. I will learn more about the requirements.,0,1,0,1,Immunization Safety
R119,"Today's session focused on therapeutic drug monitoring (TDM) — the principles of pharmacokinetics that underlie TDM, the drugs most commonly monitored (vancomycin, aminoglycosides, digoxin, lithium, phenytoin), target ranges and their clinical rationale, and the differences between trough-based monitoring and AUC-guided monitoring for vancomycin. We reviewed the 2020 ASHP/IDSA/SIDP consensus guidelines on vancomycin TDM and the evidence supporting AUC-to-MIC monitoring over trough monitoring to reduce nephrotoxicity. We practiced calculating vancomycin doses using both methods with patient cases. This session revealed a gap in my understanding — I had memorized vancomycin troughs as a target without understanding why the AUC-based approach is safer and more effective. The guidelines had changed but I had not updated my mental model. This is a reminder that pharmacist competency requires ongoing engagement with evolving evidence, not just initial certification. At my clinical rotation, I will specifically ask to be involved in vancomycin pharmacokinetic consultations and practice calculating both trough and AUC-guided doses for each patient. I will also verify which TDM protocol is in use at the rotation site and discuss the rationale with my preceptor.",2,2,2,6,Therapeutic Drug Monitoring
R120,"In class, we reviewed therapeutic drug monitoring for narrow-therapeutic-index drugs including vancomycin, aminoglycosides, phenytoin, lithium, and digoxin. We covered how to interpret drug levels in context — considering timing relative to the dose, renal function, patient-specific factors, and the clinical situation. We reviewed a case of digoxin toxicity in an elderly patient where the level was measured too early after a dose and appeared therapeutic, delaying the correct diagnosis. TDM is an area where pharmacist expertise directly prevents patient harm. Interpreting a drug level without understanding the pharmacokinetic context can lead to dangerous dosing decisions — as the digoxin case illustrated. I want to be the pharmacist who adds interpretive value to a TDM result, not just the person who communicates a number. I will practice interpreting TDM results during my clinical rotations and develop my skills in pharmacokinetic calculations.",2,2,1,5,Therapeutic Drug Monitoring
R121,"We covered therapeutic drug monitoring in class today, including several drug examples and some case studies. As someone planning to pursue infectious disease pharmacy, the content on vancomycin and aminoglycoside TDM was especially relevant. I know that optimizing antibiotic therapy to minimize nephrotoxicity and maximize efficacy is one of the most meaningful contributions a clinical pharmacist can make in an ICU setting. This class made me more committed to developing robust pharmacokinetic skills. During my clinical rotation, I will ask to be involved in pharmacokinetic dosing consults, work through calculations independently before reviewing them with my preceptor, and track the clinical outcomes of patients whose regimens I help optimize.",1,2,2,5,Therapeutic Drug Monitoring
